Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Cinnamon Glazed Popcorn,Should be kept refrigerated,"In small bowl combine egg white, sugar, cinnamon, salt beat with fork til frothy",Bake at 300F degrees for 20 minutes cool store in airtight container,Pour into a buttered 10x6 or 9x9 baking dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crock Pot Chinese Style Ribs,Cover and cook on low for 8 to 10 hours,"Combine soy sauce, marmalade, ketchup, and garlic",Pour remaining sauce over all,Bake at 350-f for 60-70 minutes until done,"When ready to serve, cover cake with whipped topping and sprinkle coconut flakes on top",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crock Pot Italian Pot Roast,Sprinkle meat with salt and pepper and then dry spaghetti seasoning mix,spoon sauce over the whole dish,"Combine one set of the scallions, soy sauce, hoisin, sesame oil, honey, ginger, vinegar, mustard, cayenne pepper and garlic in a large bowl","In a saucepan, heat the milk, water, honey and butter to 120-130 degrees",Reduce oven temperature to 350 and bake another 45 minutes or until knife blade comes out clean when inserted in center of pie,Top with chopped tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.g.i. Fridays Jack Daniels Grill Glaze,",","Remove the papery skin from the garlic, but leave enough so that the cloves stay together","In a small bowl combine bread crumbs, parmesan cheese, garlic powder, salt, and pepper","Combine water, pineapple juice, teriyaki sauce, soy sauce and brown sugar in a saucepan over medium high heat",For Glaze-------------,"In large bowl, blend oil and sugars on low until well mixed",Steam catfish till done and let cool,Spoon pepper mixture over cheese,To roast garlic--------------,"Stir occasionally until mixture boils, then reduce heat to simmer",Garnish with cilantro and a dollop of yogurt,"Set aside for 60 minutes, then stir in raisins",Let simmer for 35-45 minutes or until sauce has reduced by 1/2 and is thick and syrupy,Cut about 1/2” off the top of the garlic,Bake in a preheated 325 degree oven for 1 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crock Pot Kowloon Chicken,Serve with crisp Chinese noodles,"In a zip-top plastic bag, combine first 3 ingredients (orange juice, lemon juice and salmon)",Dissolve cornstarch in soy sauce and vinegar,Pour ginger sauce over all,Stir into pot,This must be stored in the fridge,Cut pineapple slices into fourths,"Adjust color to a rich brown with caramel coloring, season with salt",Dot with butter,Spoon batter into prepared muffin cups until full,Pour sauce over the patties,set aside,Place in slow cooker,Do not make the mistake of thinking they are overcooked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eggplant (Aubergine) Lasagna,Sprinkle with one third of the breadcrumb mixture and cover with a layer of eggplant,In another bowl combine the parmesan and breadcrumbs,Serve with salad and crusty bread,Spoon one third of the tomato mixture into the base of a lasagne or casserole dish,Then stir in the peppers and onions,Sprinkle generously on top of casserole,Scatter the garlic over the top,Process the lemon zest and sugar in a food  processor until the zest is as fine as the sugar,Spread remaining batter on top,"In a bowl combine the tomato puree, tomatoes, oregano, basil, cayenne pepper and garlic",Combine the lemon juice and olive oil and brush it on the eggplant slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester Quiche,Reduce heat to 350' bake another 20-25 minutes til center is set and knife inserted in center comes out clean,Bake at 425' for 15 minutes,You will need to gather scraps and re-roll to get 8 rounds,"mix cheese, salt and garlic","Remove the shrimp and scallops with a slotted spoon, place on a platter",Crumble bacon onto bottom of prepared pie shell,Remove most fat from skillet then saute' mushrooms and onions til browned,Serve with rice or naan bread,Add all ingredients except cornmeal to bread machine pan in the order recommended by your machine's manufacturer,Sprinkle crumbled blue cheese over all,Then add the onions and mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheddar Cheese Popcorn Beer Soup,"When serving, top each cup or bowl with generous handful of freshly popped, lightly salted, popcorn",Saute onion in 1/2 cup butter,Add first 5 ingredients to heavy soup pot and lightly saute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crockpot Veggie & Potato Soup,You can add 1/2 cup of red wine with the vegetables for a more robust flavor,"stir in bananas, oil and water",Spread the mixture over bread (I use a one of those long sourdough french loaves split in half lengthwise but I've also used plain thick cut bread or split dinner rolls),Place all except frozen vegetables in crock pot,"If using peas, cook them with either pasta during the last few minutes",NOTES: If you are in a hurry you can do this in 3 1/2 hours on high heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Bread ( Regular Loaf),Place all ingredients in given order in your bread maker,Grill the shrimp over medium coals for 2 to 3 minutes on each side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cajun Bread (regular loaf),Makes two servings,Place all ingredients in your bread maker in the order given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venus De Milo Soup,"Add broth, onion soup mix, water, tomatoes, bring to a boil, reduce heat simmer 5 minutes, add frozen vegetables, continue to simmer 10 minutes more","This makes a fast, great-tasting soup in no time at all--freezes well",Stir in pasta cook about 8 minutes more till pasta is done,Mix in the crab meat and season with salt and pepper,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beef Roast With Golden Mushroom Gravy,Rub roast with oil,",",Set aside 1 cup of this mixture,Drop dough by rounded teaspoonfuls onto greased cookie sheets,"In a small saucepan, bring water and sugar to a boil, stirring until sugar is dissolved","After browning, place roast in the middle of a large piece of heavy duty aluminum foil",Bake at 350°F for three hours,"Pour soup over roast, sprinkle the onion soup mix over this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Cabbage,Add the crumbled bacon bits and cover,Fry bacon until crisp and well browned,"Place on hot grill and cook 5 minutes on the first side, four on the other",",",Roll dough out on cornstarch to 1/4-inch thickness,Cook over low heat until cabbage is tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Chicken Lasagna,Use 1/3 of noodles per layer and 1/2 of chicken mixture and 1/3 of mozzarella cheese per layer,Drain and rinse in cold water,Grease the bottom only of a 9-inch square pan,Cut peppers in half lengthwise and lay them cutside up,Spoon enough sauce to cover the bottom of a 10x12-inch baking pan,Stir in remaining ingredients and mix well,Top with final noodle layer,Continue to layer remaining ingredients in slow cooker in the order listed,Lay flat on baking sheet and cover with plastic wrap while you make sauce,Boil for about 1 minute,Serve with salsa,"Mix all other ingredients in a small bowl, add to pasta",Cook onion and celery in butter in large pan for about 2 minutes or until softened,Stir in dried herbs and chicken,Bake for 10-15 minutes until tops are lightly browned,Sprinkle the cheese and chiles in the bottom of a 9 X 13 inch baking dish,"Repeat with noodles, chicken and mozzarella","From bottom, layer noodles, chicken mixture, mozzarella",Lightly oil a large baking sheet or roaster,"In small bowl, beat cream cheese with sugar until fluffy, spread over cooled muffins",,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Pineapple Casserole,Add brown sugar and pecans and mix to combine well,Brown the chicken in a frying pan,"Combine all ingredients, except for 1/2 cup oriental noodles, in a casserole dish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Brown Rice,Add rice and soups to dish and stir,Place chicken on baking sheet,Cover and bake at 350 degrees for 30 minutes,Drain well,"Return to oven and cook, uncovered, for additional 30 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabbage Stuffed With Two Meats,"spread on thickly sliced french or Italian bread, and broil until melted and slightly toasted",Fold in whipped topping on low speed,"In a greased 3-qt baking dish, spread half of the macaroni mixture",Remove from pot and drain carefully so they remain whole,Remove chicken and reserve on the side,discard spice bag,Bring to a boil,"Combine half the onion and garlic, all of the carrot and 1 cup of stock in a large saucepan",Simmer over very low heat,"To this add 1 teaspoon salt, 1/4 teaspoon pepper and 1/2 teaspoon thyme",Add remaining garlic and cook 1 minute,beat in vanilla and white chocolate,Put the whole head of cabbage in a large pot of boiling water,Cut large rib from each of the 12 cabbage leaves,"PEEL AND CUT ZUCCHINI LENGTHWISE, STRIP OUT SEEDS, CUT IN 1/2\",Cool slightly and remove from pans,Add 1/2 teaspoon thyme and the marjoram and stir briefly,"Add milk, bring to a slow boil","Add remaining onion and cook until soft, about 5 minutes",Melt 2 tbsp butter& brush both sides of the ham with it,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Soup for a Family's Soul,Wash and trim carrots,Return stock to large pot,Sprinkle remaining almonds around the edge,Stir in pasta cook about 8 minutes more till pasta is done,De-fat and strain stock,"Add chicken, vegetables, salt, pepper and basil",Cut into bite-size pieces,For an easy Chicken Pot Pie:  Pour finished soup into large casserole and top with rolled biscuits dipped in butter,Preheat oven to 350°F,Bake at 425°F for about 15 minutes until biscuits are done,cook for about 10 minutes,Combine butter and next 7 ingredients in a saucepan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottage Scrambled Eggs,"Combine all ingredients in nonreactive saucepan, cover and cook over very low heat for 1 to 1 1/2 hours until chiles are very soft and liquid has reduced to 1 cup","In a small fry pan, melt enough butter to coat bottom",Cover and cook 3 minutes,"Put eggs, cottage cheese, salt and pepper into blender","Note: You can also just whisk all ingredients together, but cheese won't be fully integrated",Bake until cookies are well browned (12 to 14 minutes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Spanish Rice,"Cut celery, carrot, and green pepper into thin shreds",Refrigerate overnight,"Add the onion and cook for 8-10 minutes, or until almost soft",Bring to a boil,"In medium saucepan, combine all ingredients (I usually mash tomatoes with potato masher or give them a quick spin in food processor)",reduce heat to low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile Verde (Beef or Pork),Invert onto plate and serve,Stir in the spinach,"Cover tightly and simmer for about an hour, until tender","Add chopped chilies, garlic, onion, tomato and water","Add flour and baking powder, mixing well",Season to taste with salt and pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crock Pot Root Vegetable Ground Beef Stew,Cook on low for 10 hours,Brown ground beef and add to pot,Brush over top and sides of ham,Stir in 1 cup cheese,Add seasonings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crock Pot Jambalaya,cover and cook on Low setting about 1 hour or until shrimp are pink and firm,"Bake in the preheated oven, basting frequently, for 1 1/2 hours or until chicken is well browned and juices run clear",Stir in shrimp,Bake 15 minutes@ 350 or until bubbly,"Cover and cook on Low setting for 7 to 8 hours (or High setting for 3 to 4 hours), or until vegetables are tender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacon-Wrapped Rosemary Chicken,Roast for 15 minutes at 425°F,Bake 180 degrees celsius for about 25 minutes,Form into 1-inch balls and place on lightly greased and floured sheet,Bake at 350°F for 15 minutes or until the cheese has melted,Sprinkle with rosemary,Sprinkle the chicken with salt and pepper,Heat the oven to 425°F,"Peel and slice the onion into rings, as thinly as possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Pork Loin With Bacon,Crush rosemary and combine with bacon and garlic,Wafers:In a mixing bowl beat the butter with an electric mixer for 30 seconds,Add chestnuts and spinach to onion mixture and cook and stir over medium heat to reheat to serving temperature,Spread the bacon mixture over the cut surface of meat,"Place butter in 9x13 baking dish and place in oven to melt butter,tilt to coat bottom of pan",Prepare coals for indirect heat with drip pan in center,Mince garlic,"Spoon into greased 3-inch muffin-pan cups, filling 1/2 full",Add a little more oil to pan& stir fry meat of choice til just cooked,"Add remaining ingredients and cook until the shrimp are cooked through (they will turn pink and opaque- this only takes a few minutes) or, if using precooked seafood, just until the shrimp are heated through",close and tie,"Peel mango and cut in small pieces, then mash with potato masher to bring juice out",Cover the grill,Open and sprinkle with salt and pepper,Sear meat at edge of grill directly over coals,Roll each piece with floured hands into a smooth ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Ala Rice Krispies,"In one bowl, mix cereal crumbs, seasonings & flour","Cook, stirring, until sauce comes to a boil",Place into a greased 9x13-inch baking dish,Dip the breasts into melted butter then coat with the cereal mixture,Add flour and sugar mixture and cook until it thickens,"Put mayonnaise on chicken breasts, then coat with Italian bread crumbs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mock Chow Mein Hot Dish,"now, grease a large (12-cup) bundt pan and pour about 2/3 of the batter into the pan",Add remaining ingredients except chow mein noodles,"Return to oven, uncovered and bake until noodles are brown, about 15 minutes",Put all the ingredients into the crock pot and set on low for 8-10 hours,"Add onion and celery, cook until almost tender",Add beef and mix well,Cook ground beef until brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusty Cheese Bread,Heat the oil in a flameproof casserole,Sprinkle yeast over warm water,"Stir in tangerine juice, sugar, cinnamon and cloves",Stir gently to moisten,Beat well by hand after each addition,Mix the strained yogurt with the garlic and with one tablespoon of olive oil,Place in Plastic bag and refrigerate overnight,Bake 40 to 50 minutes or until golden brown,Combine all dressing ingredients in a jar and shake well,Mix in 1 cup grated sharp cheddar cheese when stirring down dough,Let stand 5 minutes,",",Brush crust with butter and serve,Stir down dough and transfer to buttered casserole,Sprinkle meat over potatoes and vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
