Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
"Sesame, Carrots and Mushrooms",Carrots should be tender-crisp,Heat oil in pan and add carrots and mushrooms,Add sesame seeds and salt,Stir-fry over medium heat about 5 minutes,"Cover and simmer 4 minutes, stirring occasionally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuffed Cabbage with Cranberry Sauce,"Peel, core, and dice the apple and add",It tastes much better the next day,Core the cabbage and place in a large pot with water to cover,Place seam side down in the lined casserole,"Pull off the inside leaves and place them one by one on a board, outside down","Bring to a boil and then simmer, covered, about 10 minutes or until wilted",Make this dish ahead,"Pour the sauce over the stuffed cabbage and simmer, covered, for 2 hours","Fold up like an envelope, top first, then bottom and then the 2 sides",Cover with cold water and drain,"Also, this is a good recipe to double",Defrost 24 hours before making the cabbage,It will wilt naturally,Repeat with the rest of the cabbage and the filling,then add the raisins and the fresh cranberries,"Then place the stuffed cabbage in a preheated 300 degree Fahrenheit oven and bake, uncovered, for one half hour more","Fill with a heaping tablespoon or two of the filling, depending on the size of the leaf",") In a large bowl mix the meat, rice, salt and freshly ground pepper to taste, egg, onion, 1/2 cup water, and ketchup, blending with your fingers until well mixed","Trim the ribs off the cabbage, remove the outside leaves, and line a large flameproof casserole with them",Simmer for another 5 minutes,"Tip: Another American way to make this dish is to make a sauce of 3/4 cup ketchup, 1- 1/2-2 cups tomato juice, 3/4 cup brown sugar, the juice of 1 large lemon, and sour salt to taste",Bring to a boil,"(Alternately, you can place the cored cabbage in the freezer for several days","Mix the cranberry sauce, tomato sauce, 1 cup water, lemon, and sugar in a saucepan",,,,,,,,,,,,,,,,,,,,,
Authentic Shrimp Creole,Simmer uncovered about 45 minutes,"Mix cornstarch and 2 teaspoon water, stir into sauce","Cook onion, celery and garlic in hot oil until tender but not brown","Add shrimp, simmer until done (about 5 minutes)","Add tomatoes, tomato sauce and seasonings",Serve with yellow rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crazy Good Dishwasher Salmon,"Ground rules: No soap, No jet dry, No dishes",Use the heated water and heated dry cycle,"Wrap the filet, 1/2 lemon, and rosemary tightly in tin foil","Yes, this is a real recipe",No peeking,Salt and Pepper to taste- plate and serve immediately,Place foil packet in the top rack of your dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick &amp; Easy Poached Salmon,This goes great with a little garlic mayonnaise or a vinaigrette,"Place filet, skin side down, in a small stock pot",Place pot on high heat until just beginning to boil,Sprinkle with Kosher salt and pepper to taste,Pour enough water over to cover the salmon by about two inches,Remove salmon from water and pat dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zucchini Crescent Pie,stir in vegetable mixture,"place in an ungreased 11-inch quiche pan, or a 10-inch pie pan, or even a 12x8 baking dish","Pour vegetable mixture evenly into crust and bake for 18-20 minutes , until knife inserted near centre comes out clean",Stir in parsley and seasonings,"If crust becomes too brown, cover with foil during last 10 minutes of baking",Let stand for 10 minutes before cutting into wedges to serve,Substitute muenster cheese for the mozzarella if you wish,Press dough over bottom and up sides to form crust,spread crust with mustard,"In a 10-inch skillet, cook zucchini and onion in margarine until tender, about 10 minutes","In a large bowl, blend eggs and cheese",Preheat oven to 375F degrees,Separate crescent-roll dough into 8 triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Pork Roast,Mix soup mix with soup,Place roast in crock pot,Cook on high for 4-5 hours,Add cola to soup mixture and pour over roast,"When done, remove roast and thicken juices with cornstarch for wonderful gravy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken With Pepper and Pineapple - Crock Pot,Stir in pineapple and bell pepper,"Mix cornstarch and reserved pineapple juice, gradually stir into chicken mixture",Cover and cook on high heat setting about 15 minutes longer or until slightly thickened and bubbly,"Mix chicken, carrots, broth, ginger root, brown sugar, soy sauce, allspice and pepper sauce in a 4-5 quart crock pot, slow cooker Cover and cook on low heat setting 7-9 hours  or until veggies are tender and chicken is no longer pink in centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mom's Quick Tuna,"Spray a medium saucepan with nonstick cooking spray, and sauté the onion (use oil if you prefer)",Add the tuna and cook for 1 minute,"Add the salt, pepper, hot pepper, paprika and chili powder","I serve this with pita bread, but you can make regular sandwiches if you like",Cook for a few more minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood Reunion Casserole,"To make a low fat version use the yogurt instead of sour cream, use skim mozzarella and leave off the butter","Place a layer of crackers, layer of chicken mixture, layer of crackers, layer of chicken, layer of crackers in a casserole dish (I usually spray it with non-stick spray first)","Melt butter, pour onto crackers and mix",Bake at 350 degrees for 40 minutes,Crush the crackers,You can also add cooked vegetables to this and make a one dish meal,Mix the the first four ingredients together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overnight Hot Cinnamon Rolls,"Next morning, set oven at 350 and bake uncovered, 25-35 minutes or till brown",Invert on serving plate,Pour butter over all,Remove and let sit 10-15 minutes,Enjoy,"Sprinkle with pudding mix, sugar, nuts and cinnamon",Let sit overnight in oven,Cover pan w/ plastic wrap,"Place rolls, still frozen, in greased bundt or angel food pan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek-Style Turkey Burgers,"I have served this on regular burger buns with tomatoes and mayo, and on pita with tahini, tomatoes and lettuce","Form into 4 patties, then grill",Combine all the ingredients in a large bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Potato Cakes,"Fry with a few tablespoons butter in a non-stick frying pan until golden, turning once",Serve as-is or with ketchup or a dollop of sour cream,Pat into patties the size of your hand,"Put shredded potatoes in colander, then rinse and squeeze potatoes under running cold water in sink for a minute or two","Squeeze out excess water until potatoes are fairly dry, then dump them into a large mixing bowl",Add remaining ingredients and mix with hands until incorporated,Shred peeled potatoes with grater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Cider Chicken,"Increase heat to high, bring cider mixture to a boil, stirring constantly",Heat oil in large frypan over medium high heat until hot,Pour mixture over chicken and apple,"Reduce heat to medium low, cover and simmer 5-10 minutes  or until chicken is no longer pink in center",Cook until slightly thickened,Sprinkle mixture on both sides of chicken,"Add apple cider, vinegar, quartered tart apple, raisins and gingerroot, mix well","In a small bowl, combine flour, salt and pepper, mix well","Remove chicken and apple from frypan, place on serving platter, keep warm","Add chicken, cook until browned on both sides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek Pasta Salad,In a small bowl prepare dressing and set aside,"In a large bowl mix pasta with prepared vegetables, toss and then add crumbled feta cheese",Add the dressing and stir,Best if allowed to refidgerate for an hour before serving,"Boil pasta according to directions, drain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Ham and Bean Soup,"Cover again with water, stock, or a combination",Continue to simmer until beans are very soft,Simmer for an hour or until beans are softened and meat is coming off the bones,and tomatoes have broken down,"If you've got time, cover beans with water and soak, covered, overnight",Add ham hocks and bring heat back to medium,Add salt and pepper to taste,Add water or stock as needed throughout cooking process,Remove ham hocks and set aside to cool,"Remove meat from ham hocks, shred into small pieces, and add to soup",Add lemon juice,"Drain (this helps cut down on any, uh, gas issues)","Otherwise, cover beans with water and bring to a boil for a few minutes, then bring the heat down to low and simmer for 30 minutes or so","Add onions, tomatoes (with juice), garlic, spice, salt and sausage (if desired)","Serve with crusty, rustic bread and a green salad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chicken Sandwich,Mix pepper sauce and water in a recloseable plastic bag,Place the chicken on the baking pan and coat with the cooking spray,"Take chicken one piece at a time and shake in the bag of dry mixture, making sure to coat well",On the top half of the bun spread 2 teaspoons of the mayonnaise and top with a slice of tomato and chopped lettuce,Put chicken in bag with hot pepper sauce and toss to coat,Preheat oven to 350°,Mix all dry ingredients in a large recloseable plastic bag,Brown the face of the buns,Bake in a 350° oven for 30 minutes,Turn and bake 30 minutes more,Spray baking pan with cooking spray,Sprinkle chicken with hot pepper sauce mix and spray more cooking spray on the chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheese Wafers,"Remove wafers from baking sheets, cool on racks","To bake wafers, preheat oven to 350 degrees",Place 1 inch apart on ungreased baking sheets,"Add flour, beating until blended","Roll log in sesame seeds, coating completely",Cut chilled dough into 1/4 inch slices,"In a medium bowl, beat together butter, cheese and cayenne pepper until thoroughly blended",Bake 12-14 minutes  or until edges and bottoms are golden,"Press a pecan half in centre of each, if using",Shape dough into log about 9 1/2 inch long and 1 1/2 inches in diameter,"Wrap and refrigerate until firm, several hours or overnight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken And Pasta,"In a 13x9 baking dish, place chicken",Reduce heat,Melt margarine in a large sauce pan over low heat,Serve chicken dish by pouring sauce over hot pasta,Mix in broth and undiluted can of soup,Add package of dressing mix,Pour hot sauce mixture over the chicken,"Bake in a hot 350 degree oven for 1 hour 0.15 minutes before end of baking time, cook pasta according to package directions and drain well",Blend in the cream cheese until smooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Pot Stickers,"Mix cabbage, shrimp, pork, soy, wine, onion, oil, ginger and garlic (filling can be mixed and refrigerated for up to 6 hours in advance)",They will keep for a month,Squeeze out any liquid from the shrimp,Mix the dipping sauce and serve with warm or hot dumplings,"On each wrapper (keep them covered with a damp cloth so they do no dry out) place about 2 tsp of the mix and seal the edges, use a bit of water on the edge, try to press out all the air and ensure they are tightly sealed (At this point you can freeze them individually on a cookie sheet and them place in a plastic bag",Repeat for the remaining 32 dumplings,"In 2 large skillets heat 1 tbsp oil, fry 16 dumplings for 1 minute or until golden on one side add 1/4 cup of stock into the pan, reduce heat to low, cover and cook, without turning for about 7 minutes or until the dumpling is translucent and most of the liquid has evaporated Uncover and on higher heat cook for another 5-7 minutes or until the bottoms are dark brown, drain put on a platter and keep warm",Defrost in fridge before continuing),"Sprinkle salt over the shredded cabbage and let stand for 5 minutes, then squeeze out liquid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornbread Taco Bake,Bake 2-3 minutes  longer,Prepare cornbread mix as directed and add half the french fried onions to the batter,Spoon around the outer edge of the casserole,"Stir in taco seasoning, water, corn, green pepper and tomato sauce",Top with cheese and remaining onions,"In skillet, brown meat",drain,Bake uncovered at 400°F for 20 minutes,Pour into 2 quart casserole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheddar Bay Biscuits  Red Lobster,Brush atop biscuits immediately after removing from oven,"Divide the dough into 12 portions and spoon onto a nonstick cookie sheet, flatten with fingers a bit",Preheat oven to 400.,"In small bowl combine margarine with garlic powder, heat in microwave for 30 seconds",Bake for 18-20 minutes,Sprinkle with parsley flakes,"combine bisquick, milk, and cheese in medium bowl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea Cassoulet with Tomatoes and Chard,"Add chickpeas, 1/2 cup of their liquid and tomatoes",Toss until well mixed,"Cover with foil and bake until warmed through, about 20 minutes","Saute onion, garlic, crushed red pepper, herbs, paprika, and saffron (if desired)",Preheat oven to 350 degrees Fahrenheit,Steam chard until bright green and tender,"Remove, chop coarsely, season with pepper and if desired salt",Season with pepper,"Cook over medium high heat, stirring frequently until onions are soft about 8 minutes",Serve with additional grated cheese if desired,"If pan becomes dry, add a little water to keep it moist","Put pasta in casserole, add chick pea-tomato mixture, chard and cheese",Cook pasta al dente,Lower heat and simmer 15 minutes,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Loaf,Icing----------,"Mix well, Stir in orange rind, raisins and nuts",Bake at 350 degrees for 50-60 minutes  or until toothpick inserted in centre comes out clean,Loaf-----------,Spread in greased 9 inch x 5 inch loaf pan,"Cool in pan 15 minutes, then turn out onto rack and cool completely",Store covered in refrigerator until ready to serve loaf,Wrap cooled loaf and store 1 day before slicing to let flavours mellow,Stir into creamed mixture alternately with pumpkin,Combine next 6 dry ingredients,Beat all ingredients together until smooth,Can be served separately and spread on slices of loaf or ice entire loaf top and sides,"Beat cheese, butter, brown sugar and eggs to gether on electric mixer until light and creamy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
